sales_agent,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,close_value_per_employee,close_value_per_revenue
Darcel Schlecht,Genco Pura Olive Oil Company,Won,2017-06-25,2017-09-03,4964.0,retail,2007.0,894.33,1635.0,Italy,3.036085626911315,5.550523855847394
Darcel Schlecht,Domzoom,Won,2017-06-25,2017-07-03,54.0,entertainment,1998.0,217.87,551.0,United States,0.09800362976406533,0.24785422499655757
Darcel Schlecht,Ron-tech,Won,2017-06-25,2017-08-02,56.0,medical,1992.0,3922.42,6837.0,United States,0.008190726927014773,0.014276900484904726
Donn Cantrell,Vehement Capital Partners,Lost,2017-06-25,2017-07-02,0.0,finance,1993.0,646.1,883.0,United States,0.0,0.0
Donn Cantrell,Gekko & Co,Lost,2017-06-25,2017-08-19,0.0,retail,1990.0,2520.83,3502.0,United States,0.0,0.0
Donn Cantrell,Zotware,Won,2017-06-25,2017-07-05,3423.0,software,1979.0,4478.47,13809.0,United States,0.24788181620682165,0.7643235301341752
Elease Gluck,J-Texon,Lost,2017-06-25,2017-09-13,0.0,retail,1989.0,1388.67,3583.0,United States,0.0,0.0
Garret Kinder,Umbrella Corporation,Lost,2017-06-25,2017-07-07,0.0,finance,1998.0,2022.14,5113.0,United States,0.0,0.0
Gladys Colclough,Cancity,Lost,2017-06-25,2017-07-03,0.0,retail,2001.0,718.62,2448.0,United States,0.0,0.0
Gladys Colclough,Rangreen,Won,2017-06-25,2017-09-14,1102.0,technolgy,1987.0,2938.67,8775.0,Panama,0.1255840455840456,0.37499957463750605
Kami Bicknell,Goodsilron,Won,2017-06-25,2017-09-22,519.0,marketing,2000.0,2952.73,5107.0,United States,0.10162522028588213,0.17576954208478254
Kary Hendrixson,Hatfan,Lost,2017-06-25,2017-07-02,0.0,services,1982.0,792.46,1299.0,United States,0.0,0.0
Kary Hendrixson,Hatfan,Lost,2017-06-25,2017-08-27,0.0,services,1982.0,792.46,1299.0,United States,0.0,0.0
Lajuana Vencill,Isdom,Lost,2017-06-25,2017-08-27,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Lajuana Vencill,Bioholding,Lost,2017-06-25,2017-07-04,0.0,medical,2012.0,587.34,1356.0,Philipines,0.0,0.0
Lajuana Vencill,Isdom,Won,2017-06-25,2017-07-03,5536.0,medical,2002.0,3178.24,4540.0,United States,1.2193832599118943,1.7418445428916633
Marty Freudenburg,Betatech,Lost,2017-06-25,2017-08-14,0.0,medical,1986.0,647.18,1185.0,Kenya,0.0,0.0
Marty Freudenburg,Warephase,Won,2017-06-25,2017-07-02,839.0,services,1997.0,2041.73,5276.0,United States,0.15902198635329795,0.41092602841707765
Maureen Marcano,Dalttechnology,Won,2017-06-25,2017-09-06,500.0,software,2013.0,98.79,96.0,United States,5.208333333333333,5.0612410162971955
Moses Frase,Rangreen,Won,2017-06-25,2017-09-24,3679.0,technolgy,1987.0,2938.67,8775.0,Panama,0.4192592592592593,1.2519268920974453
Niesha Huffines,Treequote,Lost,2017-06-25,2017-07-05,0.0,telecommunications,1988.0,5266.09,8595.0,United States,0.0,0.0
Reed Clapper,Plussunin,Lost,2017-06-25,2017-07-04,0.0,retail,2003.0,1419.98,4018.0,United States,0.0,0.0
Rosie Papadopoulos,Ron-tech,Engaging,2017-06-25,,0.0,medical,1992.0,3922.42,6837.0,United States,0.0,0.0
Versie Hillebrand,Codehow,Lost,2017-06-25,2017-08-07,0.0,software,1998.0,2714.9,2641.0,United States,0.0,0.0
Vicki Laflamme,Scotfind,Lost,2017-06-25,2017-07-04,0.0,software,1996.0,6354.87,16780.0,United States,0.0,0.0
Vicki Laflamme,Blackzim,Lost,2017-06-25,2017-07-02,0.0,retail,2009.0,497.11,1588.0,United States,0.0,0.0
Vicki Laflamme,Goodsilron,Won,2017-06-25,2017-06-30,3815.0,marketing,2000.0,2952.73,5107.0,United States,0.7470139024867829,1.2920246686964267
Vicki Laflamme,Sunnamplex,Won,2017-06-25,2017-06-27,2753.0,marketing,2008.0,894.37,1593.0,Poland,1.7281858129315757,3.0781443921419545
Violet Mclelland,Xx-zobam,Won,2017-06-25,2017-07-02,60.0,entertainment,1989.0,3838.39,8274.0,United States,0.007251631617113851,0.01563155385461092
Zane Levy,Kan-code,Lost,2017-06-25,2017-07-02,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Zane Levy,Rantouch,Won,2017-06-25,2017-07-03,1137.0,telecommunications,1994.0,1188.42,3015.0,United States,0.37711442786069654,0.956732468319281
Boris Faz,Yearin,Won,2017-06-26,2017-07-04,5201.0,retail,2005.0,2261.05,3851.0,United States,1.3505582965463516,2.300258729351407
Cassey Cress,Mathtouch,Lost,2017-06-26,2017-09-27,0.0,marketing,1984.0,3027.46,9516.0,Jordan,0.0,0.0
Cassey Cress,Bluth Company,Lost,2017-06-26,2017-07-03,0.0,technolgy,1993.0,1242.32,3027.0,United States,0.0,0.0
Cecily Lampkin,Toughzap,Won,2017-06-26,2017-07-06,612.0,retail,1995.0,332.43,799.0,United States,0.7659574468085106,1.8409890804079054
Corliss Cosme,Donquadtech,Won,2017-06-26,2017-09-11,4905.0,technolgy,1992.0,1712.68,3194.0,United States,1.5356919223544145,2.863932550155312
Daniell Hammack,The New York Inquirer,Lost,2017-06-26,2017-07-07,0.0,medical,1996.0,439.21,792.0,United States,0.0,0.0
Darcel Schlecht,Streethex,Lost,2017-06-26,2017-07-03,0.0,retail,1988.0,1376.8,1165.0,Belgium,0.0,0.0
Darcel Schlecht,Streethex,Won,2017-06-26,2017-08-31,1028.0,retail,1988.0,1376.8,1165.0,Belgium,0.8824034334763948,0.7466589192330041
Darcel Schlecht,Codehow,Won,2017-06-26,2017-09-12,4430.0,software,1998.0,2714.9,2641.0,United States,1.6773949261643317,1.6317359755423773
Donn Cantrell,Donquadtech,Lost,2017-06-26,2017-09-18,0.0,technolgy,1992.0,1712.68,3194.0,United States,0.0,0.0
Donn Cantrell,Opentech,Lost,2017-06-26,2017-07-09,0.0,finance,1994.0,355.23,853.0,United States,0.0,0.0
Donn Cantrell,Zathunicon,Lost,2017-06-26,2017-07-03,0.0,retail,2010.0,71.12,144.0,United States,0.0,0.0
Donn Cantrell,Bioplex,Won,2017-06-26,2017-07-06,541.0,medical,1991.0,326.82,1016.0,United States,0.53248031496063,1.6553454500948535
Elease Gluck,Groovestreet,Lost,2017-06-26,2017-07-05,0.0,retail,2003.0,223.8,299.0,United States,0.0,0.0
Gladys Colclough,Cancity,Won,2017-06-26,2017-07-02,5081.0,retail,2001.0,718.62,2448.0,United States,2.0755718954248366,7.070496228883137
Gladys Colclough,Rangreen,Won,2017-06-26,2017-06-28,3478.0,technolgy,1987.0,2938.67,8775.0,Panama,0.39635327635327633,1.183528603075541
James Ascencio,J-Texon,Won,2017-06-26,2017-09-15,5541.0,retail,1989.0,1388.67,3583.0,United States,1.546469439017583,3.990148847458359
Jonathan Berthelot,Cancity,Won,2017-06-26,2017-07-03,504.0,retail,2001.0,718.62,2448.0,United States,0.20588235294117646,0.701344243132671
Lajuana Vencill,Bioholding,Lost,2017-06-26,2017-08-10,0.0,medical,2012.0,587.34,1356.0,Philipines,0.0,0.0
Lajuana Vencill,Dontechi,Lost,2017-06-26,2017-07-03,0.0,software,1982.0,4618.0,10083.0,United States,0.0,0.0
Markita Hansen,Golddex,Won,2017-06-26,2017-08-24,3838.0,finance,2008.0,52.5,165.0,United States,23.26060606060606,73.1047619047619
Marty Freudenburg,Scottech,Won,2017-06-26,2017-08-26,5217.0,marketing,2012.0,45.39,100.0,United States,52.17,114.93721083939194
Marty Freudenburg,Streethex,Won,2017-06-26,2017-07-05,4181.0,retail,1988.0,1376.8,1165.0,Belgium,3.5888412017167384,3.0367518884369553
Maureen Marcano,Hatfan,Won,2017-06-26,2017-07-06,518.0,services,1982.0,792.46,1299.0,United States,0.3987682832948422,0.6536607525931908
Moses Frase,Streethex,Won,2017-06-26,2017-09-17,533.0,retail,1988.0,1376.8,1165.0,Belgium,0.4575107296137339,0.387129575828007
Rosalina Dieter,Singletechno,Won,2017-06-26,2017-08-03,3855.0,retail,1996.0,2214.94,5374.0,United States,0.7173427614439896,1.7404534660081086
Vicki Laflamme,Plusstrip,Lost,2017-06-26,2017-07-07,0.0,entertainment,2002.0,349.81,315.0,United States,0.0,0.0
Zane Levy,Plussunin,Engaging,2017-06-26,,0.0,retail,2003.0,1419.98,4018.0,United States,0.0,0.0
Zane Levy,Nam-zim,Won,2017-06-26,2017-07-04,617.0,services,1987.0,405.59,1179.0,Brazil,0.5233248515691263,1.5212406617520158
Anna Snelling,Warephase,Won,2017-06-27,2017-07-06,991.0,services,1997.0,2041.73,5276.0,United States,0.1878316906747536,0.4853726986428176
Cassey Cress,Opentech,Lost,2017-06-27,2017-08-24,0.0,finance,1994.0,355.23,853.0,United States,0.0,0.0
Cecily Lampkin,Domzoom,Won,2017-06-27,2017-08-01,513.0,entertainment,1998.0,217.87,551.0,United States,0.9310344827586207,2.354615137467297
Corliss Cosme,Ganjaflex,Won,2017-06-27,2017-07-07,5121.0,retail,1995.0,5158.71,17479.0,Japan,0.2929801476056983,0.9926900329733596
Daniell Hammack,Kan-code,Lost,2017-06-27,2017-07-01,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Darcel Schlecht,Condax,Lost,2017-06-27,2017-07-06,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Darcel Schlecht,Zumgoity,Won,2017-06-27,2017-07-06,4635.0,medical,1984.0,441.08,1210.0,United States,3.830578512396694,10.508297814455428
Donn Cantrell,Zotware,Lost,2017-06-27,2017-09-08,0.0,software,1979.0,4478.47,13809.0,United States,0.0,0.0
Garret Kinder,Iselectrics,Won,2017-06-27,2017-09-20,470.0,technolgy,2011.0,527.11,1428.0,United States,0.3291316526610644,0.8916544933695054
Gladys Colclough,Isdom,Lost,2017-06-27,2017-09-01,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Gladys Colclough,Treequote,Won,2017-06-27,2017-09-17,6193.0,telecommunications,1988.0,5266.09,8595.0,United States,0.7205351948807446,1.1760148421314485
James Ascencio,Faxquote,Won,2017-06-27,2017-09-16,4277.0,telecommunications,1995.0,1825.82,5595.0,United States,0.7644325290437891,2.342509119190282
Kami Bicknell,Blackzim,Won,2017-06-27,2017-07-07,59.0,retail,2009.0,497.11,1588.0,United States,0.0371536523929471,0.1186860051095331
Kary Hendrixson,Xx-holding,Lost,2017-06-27,2017-09-08,0.0,finance,1993.0,7537.24,20293.0,United States,0.0,0.0
Markita Hansen,Condax,Lost,2017-06-27,2017-07-06,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Markita Hansen,Green-Plus,Lost,2017-06-27,2017-07-05,0.0,services,2003.0,692.19,1922.0,United States,0.0,0.0
Marty Freudenburg,Globex Corporation,Won,2017-06-27,2017-07-02,1176.0,technolgy,2000.0,1223.72,2497.0,Norway,0.4709651581898278,0.9610041512764358
Moses Frase,Finhigh,Lost,2017-06-27,2017-07-08,0.0,finance,2006.0,1102.43,1759.0,United States,0.0,0.0
Moses Frase,Statholdings,Won,2017-06-27,2017-07-05,541.0,employment,1997.0,291.27,586.0,United States,0.9232081911262798,1.8573831839873658
Niesha Huffines,Domzoom,Won,2017-06-27,2017-07-01,4766.0,entertainment,1998.0,217.87,551.0,United States,8.649727767695099,21.87543030247395
Reed Clapper,Iselectrics,Lost,2017-06-27,2017-09-06,0.0,technolgy,2011.0,527.11,1428.0,United States,0.0,0.0
Reed Clapper,Vehement Capital Partners,Won,2017-06-27,2017-07-01,4785.0,finance,1993.0,646.1,883.0,United States,5.419026047565119,7.405974307382758
Versie Hillebrand,Rangreen,Won,2017-06-27,2017-09-12,3046.0,technolgy,1987.0,2938.67,8775.0,Panama,0.34712250712250714,1.0365233251777164
Versie Hillebrand,Ron-tech,Won,2017-06-27,2017-07-04,3548.0,medical,1992.0,3922.42,6837.0,United States,0.5189410560187216,0.9045436235793209
Vicki Laflamme,Rantouch,Lost,2017-06-27,2017-07-06,0.0,telecommunications,1994.0,1188.42,3015.0,United States,0.0,0.0
Vicki Laflamme,Rantouch,Won,2017-06-27,2017-07-07,3615.0,telecommunications,1994.0,1188.42,3015.0,United States,1.199004975124378,3.0418538900388747
Anna Snelling,Genco Pura Olive Oil Company,Won,2017-06-28,2017-09-11,631.0,retail,2007.0,894.33,1635.0,Italy,0.38593272171253823,0.7055561146333009
Cassey Cress,Kan-code,Lost,2017-06-28,2017-07-01,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Cecily Lampkin,Hottechi,Lost,2017-06-28,2017-08-11,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0,0.0
Cecily Lampkin,Genco Pura Olive Oil Company,Lost,2017-06-28,2017-07-07,0.0,retail,2007.0,894.33,1635.0,Italy,0.0,0.0
Daniell Hammack,Massive Dynamic,Lost,2017-06-28,2017-08-14,0.0,entertainment,1989.0,665.06,1095.0,United States,0.0,0.0
Darcel Schlecht,Condax,Lost,2017-06-28,2017-07-07,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Darcel Schlecht,Stanredtax,Lost,2017-06-28,2017-07-06,0.0,finance,1987.0,1698.2,3798.0,United States,0.0,0.0
Darcel Schlecht,Streethex,Won,2017-06-28,2017-07-07,4162.0,retail,1988.0,1376.8,1165.0,Belgium,3.5725321888412016,3.0229517722254506
Darcel Schlecht,Toughzap,Won,2017-06-28,2017-09-29,54.0,retail,1995.0,332.43,799.0,United States,0.06758448060075094,0.16244021297716812
Donn Cantrell,Iselectrics,Won,2017-06-28,2017-07-02,5064.0,technolgy,2011.0,527.11,1428.0,United States,3.546218487394958,9.607102881751437
Elease Gluck,Kan-code,Lost,2017-06-28,2017-07-07,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Gladys Colclough,Konmatfix,Lost,2017-06-28,2017-08-29,0.0,marketing,1985.0,375.43,1190.0,United States,0.0,0.0
Gladys Colclough,Konmatfix,Lost,2017-06-28,2017-07-09,0.0,marketing,1985.0,375.43,1190.0,United States,0.0,0.0
Gladys Colclough,Conecom,Won,2017-06-28,2017-07-07,3865.0,technolgy,2005.0,1520.66,1806.0,United States,2.140088593576966,2.541659542567043
Hayden Neloms,Konex,Lost,2017-06-28,2017-09-14,0.0,technolgy,1980.0,7708.38,13756.0,United States,0.0,0.0
James Ascencio,Plexzap,Lost,2017-06-28,2017-07-04,0.0,retail,2001.0,2437.85,4874.0,United States,0.0,0.0
James Ascencio,Xx-holding,Won,2017-06-28,2017-08-10,553.0,finance,1993.0,7537.24,20293.0,United States,0.027250776129699898,0.07336903163492207
Jonathan Berthelot,Finhigh,Lost,2017-06-28,2017-07-03,0.0,finance,2006.0,1102.43,1759.0,United States,0.0,0.0
Jonathan Berthelot,Dontechi,Lost,2017-06-28,2017-07-05,0.0,software,1982.0,4618.0,10083.0,United States,0.0,0.0
Jonathan Berthelot,Ron-tech,Won,2017-06-28,2017-09-02,501.0,medical,1992.0,3922.42,6837.0,United States,0.0732777534006143,0.12772727040959408
Kary Hendrixson,J-Texon,Won,2017-06-28,2017-09-27,539.0,retail,1989.0,1388.67,3583.0,United States,0.15043259838124476,0.3881411710485572
Kary Hendrixson,Singletechno,Won,2017-06-28,2017-07-04,1028.0,retail,1996.0,2214.94,5374.0,United States,0.19129140305173056,0.46412092426882895
Kary Hendrixson,Nam-zim,Won,2017-06-28,2017-09-13,3951.0,services,1987.0,405.59,1179.0,Brazil,3.351145038167939,9.741364432061935
Lajuana Vencill,Finhigh,Won,2017-06-28,2017-08-11,560.0,finance,2006.0,1102.43,1759.0,United States,0.3183627060830017,0.5079687599212648
Markita Hansen,Goodsilron,Lost,2017-06-28,2017-07-05,0.0,marketing,2000.0,2952.73,5107.0,United States,0.0,0.0
Moses Frase,Betatech,Lost,2017-06-28,2017-08-24,0.0,medical,1986.0,647.18,1185.0,Kenya,0.0,0.0
Moses Frase,Isdom,Won,2017-06-28,2017-09-30,530.0,medical,2002.0,3178.24,4540.0,United States,0.11674008810572688,0.1667589609343536
Versie Hillebrand,Dontechi,Won,2017-06-28,2017-07-02,462.0,software,1982.0,4618.0,10083.0,United States,0.045819696518893185,0.10004330879168472
Vicki Laflamme,Blackzim,Won,2017-06-28,2017-09-07,1211.0,retail,2009.0,497.11,1588.0,United States,0.7625944584382871,2.436080545553298
Vicki Laflamme,Scotfind,Won,2017-06-28,2017-07-03,4264.0,software,1996.0,6354.87,16780.0,United States,0.25411203814064365,0.6709814677562248
Vicki Laflamme,Faxquote,Won,2017-06-28,2017-09-09,3104.0,telecommunications,1995.0,1825.82,5595.0,United States,0.554781054512958,1.7000580561062975
Violet Mclelland,Nam-zim,Engaging,2017-06-28,,0.0,services,1987.0,405.59,1179.0,Brazil,0.0,0.0
Violet Mclelland,Gekko & Co,Won,2017-06-28,2017-09-30,56.0,retail,1990.0,2520.83,3502.0,United States,0.01599086236436322,0.022214905408139383
Anna Snelling,Betatech,Won,2017-06-29,2017-07-10,1047.0,medical,1986.0,647.18,1185.0,Kenya,0.8835443037974684,1.6177879415309497
Cassey Cress,Iselectrics,Lost,2017-06-29,2017-07-08,0.0,technolgy,2011.0,527.11,1428.0,United States,0.0,0.0
Darcel Schlecht,Statholdings,Lost,2017-06-29,2017-07-06,0.0,employment,1997.0,291.27,586.0,United States,0.0,0.0
Darcel Schlecht,Warephase,Won,2017-06-29,2017-07-08,5321.0,services,1997.0,2041.73,5276.0,United States,1.0085291887793784,2.606123238626067
Darcel Schlecht,Globex Corporation,Won,2017-06-29,2017-07-06,57.0,technolgy,2000.0,1223.72,2497.0,Norway,0.022827392871445733,0.04657928284248031
Garret Kinder,Kan-code,Won,2017-06-29,2017-07-08,950.0,software,1982.0,11698.03,34288.0,United States,0.02770648623425105,0.08121025506004002
Garret Kinder,Mathtouch,Won,2017-06-29,2017-09-07,61.0,marketing,1984.0,3027.46,9516.0,Jordan,0.00641025641025641,0.020148903701452704
Garret Kinder,Xx-zobam,Won,2017-06-29,2017-07-08,62.0,entertainment,1989.0,3838.39,8274.0,United States,0.007493352671017646,0.016152605649764614
Gladys Colclough,Isdom,Won,2017-06-29,2017-07-07,1105.0,medical,2002.0,3178.24,4540.0,United States,0.2433920704845815,0.34767670157068065
Jonathan Berthelot,Ron-tech,Won,2017-06-29,2017-09-02,835.0,medical,1992.0,3922.42,6837.0,United States,0.12212958900102384,0.2128787840159901
Kami Bicknell,Rantouch,Won,2017-06-29,2017-08-28,1104.0,telecommunications,1994.0,1188.42,3015.0,United States,0.3661691542288557,0.9289645074973494
Kami Bicknell,Kan-code,Won,2017-06-29,2017-09-12,3464.0,software,1982.0,11698.03,34288.0,United States,0.10102659822678488,0.29611823529260906
Kary Hendrixson,Sonron,Lost,2017-06-29,2017-07-06,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0.0,0.0
Lajuana Vencill,Scottech,Lost,2017-06-29,2017-08-31,0.0,marketing,2012.0,45.39,100.0,United States,0.0,0.0
Lajuana Vencill,Streethex,Lost,2017-06-29,2017-07-06,0.0,retail,1988.0,1376.8,1165.0,Belgium,0.0,0.0
Markita Hansen,Hottechi,Lost,2017-06-29,2017-07-10,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0,0.0
Markita Hansen,Condax,Lost,2017-06-29,2017-07-06,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Markita Hansen,Singletechno,Lost,2017-06-29,2017-07-06,0.0,retail,1996.0,2214.94,5374.0,United States,0.0,0.0
Maureen Marcano,Dalttechnology,Lost,2017-06-29,2017-07-10,0.0,software,2013.0,98.79,96.0,United States,0.0,0.0
Moses Frase,Rundofase,Won,2017-06-29,2017-07-06,3676.0,technolgy,1983.0,1008.06,1238.0,United States,2.9693053311793216,3.646608336805349
Niesha Huffines,Konmatfix,Lost,2017-06-29,2017-07-08,0.0,marketing,1985.0,375.43,1190.0,United States,0.0,0.0
Niesha Huffines,Treequote,Won,2017-06-29,2017-08-09,568.0,telecommunications,1988.0,5266.09,8595.0,United States,0.06608493310063991,0.10785991124344628
Reed Clapper,Plussunin,Won,2017-06-29,2017-07-09,4837.0,retail,2003.0,1419.98,4018.0,United States,1.2038327526132404,3.4063860054366963
Rosalina Dieter,Sonron,Won,2017-06-29,2017-08-19,4936.0,telecommunications,1999.0,1699.85,5108.0,United States,0.966327329678935,2.90378562814366
Rosalina Dieter,Groovestreet,Won,2017-06-29,2017-09-03,55.0,retail,2003.0,223.8,299.0,United States,0.18394648829431437,0.2457551385165326
Versie Hillebrand,Konmatfix,Won,2017-06-29,2017-07-10,466.0,marketing,1985.0,375.43,1190.0,United States,0.3915966386554622,1.241243374264177
Vicki Laflamme,Finjob,Lost,2017-06-29,2017-07-05,0.0,employment,1988.0,2059.9,3644.0,United States,0.0,0.0
Vicki Laflamme,Newex,Won,2017-06-29,2017-07-04,4856.0,services,1991.0,1012.72,3492.0,Germany,1.390607101947308,4.795007504542223
Vicki Laflamme,Plexzap,Won,2017-06-29,2017-07-08,3562.0,retail,2001.0,2437.85,4874.0,United States,0.7308165777595405,1.461123530980167
Violet Mclelland,Mathtouch,Won,2017-06-29,2017-07-09,5159.0,marketing,1984.0,3027.46,9516.0,Jordan,0.5421395544346364,1.7040687573081064
Violet Mclelland,Kinnamplus,Won,2017-06-29,2017-07-11,3172.0,retail,2004.0,702.72,1831.0,United States,1.732386673948662,4.513888888888888
Wilburn Farren,Kinnamplus,Won,2017-06-29,2017-09-10,3350.0,retail,2004.0,702.72,1831.0,United States,1.829601310759148,4.7671903460837886
Zane Levy,Goodsilron,Won,2017-06-29,2017-07-10,595.0,marketing,2000.0,2952.73,5107.0,United States,0.11650675543371843,0.2015084345673326
Anna Snelling,Betatech,Won,2017-06-30,2017-09-27,560.0,medical,1986.0,647.18,1185.0,Kenya,0.47257383966244726,0.8652924997682253
Boris Faz,Yearin,Won,2017-06-30,2017-07-02,1167.0,retail,2005.0,2261.05,3851.0,United States,0.3030381719034017,0.5161318856283584
Cassey Cress,Initech,Lost,2017-06-30,2017-07-10,0.0,telecommunications,1994.0,6395.05,20275.0,United States,0.0,0.0
Cassey Cress,Betasoloin,Won,2017-06-30,2017-09-26,3280.0,medical,1999.0,251.41,495.0,United States,6.626262626262626,13.046418201344418
Cecily Lampkin,Genco Pura Olive Oil Company,Won,2017-06-30,2017-09-15,3427.0,retail,2007.0,894.33,1635.0,Italy,2.0960244648318045,3.8319188666375945
Corliss Cosme,Silis,Lost,2017-06-30,2017-07-12,0.0,medical,1994.0,2818.38,6290.0,United States,0.0,0.0
Daniell Hammack,Plussunin,Lost,2017-06-30,2017-07-08,0.0,retail,2003.0,1419.98,4018.0,United States,0.0,0.0
Daniell Hammack,Iselectrics,Won,2017-06-30,2017-09-27,940.0,technolgy,2011.0,527.11,1428.0,United States,0.6582633053221288,1.7833089867390108
Darcel Schlecht,Warephase,Won,2017-06-30,2017-09-29,565.0,services,1997.0,2041.73,5276.0,United States,0.10708870356330553,0.27672610972067807
Darcel Schlecht,Conecom,Won,2017-06-30,2017-07-06,4749.0,technolgy,2005.0,1520.66,1806.0,United States,2.629568106312292,3.122986071837228
